date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:51:54	65367/65367	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Oct%202020%2016:55:05%20GMT	http://badlapurseva.com/56/mywings/wp-content/themes/mywings/img/slide-2.jpeg	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/themes/mywings/img/slide-2.jpeg	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/style.css)
17:51:56	65367/65367	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Oct%202020%2016:55:06%20GMT	http://badlapurseva.com/56/mywings/wp-content/themes/mywings/img/slide-3.jpeg	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/themes/mywings/img/slide-3.jpeg	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/style.css)
17:51:58	7719/7719	---M--	200	added ('OK')	image/gif	etag:%2290823db-1e27-538cff1b35200%22	https://my-wings.com/wp-content/uploads/2015/05/Footer-2.gif	F:/New%20folder/Mywings/my-wings.com/wp-content/uploads/2015/05/Footer-2.gif	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/style.css)
17:52:04	51992/51992	---M--	200	added ('OK')	image/jpeg	etag:%22c080702-cb18-5a308263ab200%22	http://badlapurseva.com/56/mywings/wp-content/themes/mywings/img/girl-baloon.jpg	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/themes/mywings/img/girl-baloon.jpg	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/style.css)
17:52:06	65367/65367	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Oct%202020%2016:55:16%20GMT	http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/grabbing.png	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/themes/mywings/css/grabbing.4e.delayed	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/owl.carousel.css)
17:52:15	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c08057c-d3fa-5a24646652f00%22	http://badlapurseva.com/56/mywings/wp-content/themes/mywings/fonts/Simple-Line-Icons.eot?v=2.4.0	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/themes/mywings/fonts/Simple-Line-Iconsb26c.eot	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/simple-icon.css)
17:52:20	30064/30064	---M--	200	added ('OK')	font/woff2	etag:%22c080584-7570-5a24646a23800%22	http://badlapurseva.com/56/mywings/wp-content/themes/mywings/fonts/Simple-Line-Icons.woff2?v=2.4.0	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/themes/mywings/fonts/Simple-Line-Iconsb26c.woff2	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/simple-icon.css)
17:52:23	849059/849059	---M--	200	added ('OK')	image/png	etag:%22c0c3dbe-cf4a3-5a480e4767f0d%22	http://badlapurseva.com/56/mywings/wp-content/uploads/2020/04/banner-1024x471-2.png	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/uploads/2020/04/banner-1024x471-2.png	(from http://badlapurseva.com/56/mywings/)
17:52:26	171328/171328	---M--	200	added ('OK')	image/png	etag:%22c08072c-29d40-5a30d8b44d680%22	http://badlapurseva.com/56/mywings/wp-content/themes/mywings/img/RetailerSmall-1.png	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/themes/mywings/img/RetailerSmall-1.png	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/style.css)
17:52:31	239045/239045	---M--	200	added ('OK')	image/svg+xml	etag:%22c08057e-3a5c5-5a24646652f00%22	http://badlapurseva.com/56/mywings/wp-content/themes/mywings/fonts/Simple-Line-Icons.svg?v=2.4.0	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/themes/mywings/fonts/Simple-Line-Iconsb26c.svg	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/simple-icon.css)
17:52:32	54056/54056	---M--	200	added ('OK')	font/ttf	etag:%22c080581-d328-5a2464683b380%22	http://badlapurseva.com/56/mywings/wp-content/themes/mywings/fonts/Simple-Line-Icons.ttf?v=2.4.0	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/themes/mywings/fonts/Simple-Line-Iconsb26c.ttf	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/simple-icon.css)
17:52:32	2267/2267	---MC-	200	added ('OK')	application/json	date:Tue,%2027%20Oct%202020%2016:55:42%20GMT	http://badlapurseva.com/56/mywings/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbadlapurseva.com%2F56%2Fmywings%2Fshop%2F	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-json/oembed/1.0/embedbe2b.json	(from http://badlapurseva.com/56/mywings/shop/)
17:52:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Oct%202020%2016:55:43%20GMT	http://badlapurseva.com/56/mywings/?p=8	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/index2df4.html	(from http://badlapurseva.com/56/mywings/shop/)
17:52:33	2351/2351	---MC-	200	added ('OK')	text/xml	date:Tue,%2027%20Oct%202020%2016:55:43%20GMT	http://badlapurseva.com/56/mywings/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbadlapurseva.com%2F56%2Fmywings%2Fshop%2F&format=xml	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-json/oembed/1.0/embed9589	(from http://badlapurseva.com/56/mywings/shop/)
17:52:34	2287/2287	---MC-	200	added ('OK')	application/json	date:Tue,%2027%20Oct%202020%2016:55:44%20GMT	http://badlapurseva.com/56/mywings/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbadlapurseva.com%2F56%2Fmywings%2Fabout-us%2F	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-json/oembed/1.0/embedf8cc.json	(from http://badlapurseva.com/56/mywings/about-us/)
17:52:35	239642/239642	---M--	200	added ('OK')	image/jpeg	etag:%22c0806fb-3a81a-5a24647b4e080%22	http://badlapurseva.com/56/mywings/wp-content/themes/mywings/img/GiftOfWin.jpg	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/themes/mywings/img/GiftOfWin.jpg	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/style.css)
17:52:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Oct%202020%2016:55:46%20GMT	http://badlapurseva.com/56/mywings/?p=12	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/index678b.html	(from http://badlapurseva.com/56/mywings/about-us/)
17:52:36	2371/2371	---MC-	200	added ('OK')	text/xml	date:Tue,%2027%20Oct%202020%2016:55:46%20GMT	http://badlapurseva.com/56/mywings/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbadlapurseva.com%2F56%2Fmywings%2Fabout-us%2F&format=xml	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-json/oembed/1.0/embed5c27	(from http://badlapurseva.com/56/mywings/about-us/)
17:52:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Oct%202020%2016:55:47%20GMT	http://badlapurseva.com/56/mywings/?p=14	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/index0b69.html	(from http://badlapurseva.com/56/mywings/flight-school/)
17:52:37	2312/2312	---MC-	200	added ('OK')	application/json	date:Tue,%2027%20Oct%202020%2016:55:47%20GMT	http://badlapurseva.com/56/mywings/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbadlapurseva.com%2F56%2Fmywings%2Fflight-school%2F	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-json/oembed/1.0/embed8c01.json	(from http://badlapurseva.com/56/mywings/flight-school/)
17:52:37	81332/81332	---M--	200	added ('OK')	font/woff	etag:%22c080582-13db4-5a2464683b380%22	http://badlapurseva.com/56/mywings/wp-content/themes/mywings/fonts/Simple-Line-Icons.woff?v=2.4.0	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-content/themes/mywings/fonts/Simple-Line-Iconsb26c.woff	(from http://badlapurseva.com/56/mywings/wp-content/themes/mywings/css/simple-icon.css)
17:52:37	2396/2396	---MC-	200	added ('OK')	text/xml	date:Tue,%2027%20Oct%202020%2016:55:48%20GMT	http://badlapurseva.com/56/mywings/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbadlapurseva.com%2F56%2Fmywings%2Fflight-school%2F&format=xml	F:/New%20folder/Mywings/badlapurseva.com/56/mywings/wp-json/oembed/1.0/embed3fe7	(from http://badlapurseva.com/56/mywings/flight-school/)
